gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1302705949	07044577-bd82-4089-9f3a-f4a9d2170b2e	4e57888d-415e-46cb-974a-02c57375006f	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA		fee3882f-5360-4f01-a1ca-767c48fa629c	49.2675	-124.783056							2007-09-07T00:00:00Z	7	9	2007	3034742	3034742	UNKNOWN	CPNWH		2487745	V197434			CC_BY_4_0		Kendrick L. Marr			2018-12-07T20:16:52.484Z		GEODETIC_DATUM_ASSUMED_WGS84
1302705946	07044577-bd82-4089-9f3a-f4a9d2170b2e	2b20f20a-54fb-4e4f-b728-bf91361bbb7c	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA		fee3882f-5360-4f01-a1ca-767c48fa629c	48.434444	-123.38							2007-06-18T00:00:00Z	18	6	2007	3034742	3034742	UNKNOWN	CPNWH		2487747	V197291			CC_BY_4_0		Kendrick L. Marr			2018-12-07T20:16:52.530Z		GEODETIC_DATUM_ASSUMED_WGS84
1302705940	07044577-bd82-4089-9f3a-f4a9d2170b2e	fb0cc0f3-c605-4dbc-a1d6-30f95c76fdbd	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA		fee3882f-5360-4f01-a1ca-767c48fa629c	49.533333	-124.75							1995-07-03T00:00:00Z	3	7	1995	3034742	3034742	UNKNOWN	CPNWH		2487751	V172359			CC_BY_4_0		Judy A. Jamison			2018-12-07T20:16:52.377Z		GEODETIC_DATUM_ASSUMED_WGS84
1302705939	07044577-bd82-4089-9f3a-f4a9d2170b2e	7274860b-cef3-4000-9ec6-5f61fc7019db	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA		fee3882f-5360-4f01-a1ca-767c48fa629c	48.992778	-123.806944							2007-09-25T00:00:00Z	25	9	2007	3034742	3034742	UNKNOWN	CPNWH		2487749	V201755			CC_BY_4_0		Kendrick L. Marr			2018-12-07T20:16:52.540Z		GEODETIC_DATUM_ASSUMED_WGS84
1302705937	07044577-bd82-4089-9f3a-f4a9d2170b2e	35ea2393-a233-4c87-b17a-476373fe350c	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA		fee3882f-5360-4f01-a1ca-767c48fa629c	49.533333	-124.816667							1985-07-15T00:00:00Z	15	7	1985	3034742	3034742	UNKNOWN	CPNWH		2487752	V167827			CC_BY_4_0		Leon E. Pavlick			2018-12-07T20:16:52.476Z		GEODETIC_DATUM_ASSUMED_WGS84
1302705926	07044577-bd82-4089-9f3a-f4a9d2170b2e	04152da7-fe9b-4c45-b8c7-c99d3451a134	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA		fee3882f-5360-4f01-a1ca-767c48fa629c	49.533333	-124.75							1995-06-28T00:00:00Z	28	6	1995	3034742	3034742	UNKNOWN	CPNWH		2487750	V172358			CC_BY_4_0		Judy A. Jamison			2018-12-07T20:16:52.372Z		GEODETIC_DATUM_ASSUMED_WGS84
1302705922	07044577-bd82-4089-9f3a-f4a9d2170b2e	15551c64-fced-4267-93ce-e774951fd31e	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA		fee3882f-5360-4f01-a1ca-767c48fa629c	49.255833	-124.853611							2007-09-07T00:00:00Z	7	9	2007	3034742	3034742	UNKNOWN	CPNWH		2487748	V197587			CC_BY_4_0		Kendrick L. Marr			2018-12-07T20:16:52.243Z		GEODETIC_DATUM_ASSUMED_WGS84
1291158684	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://inaturalist.ca/observations/3780407	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA		28eb1a3f-1c15-4a95-931a-4af90ecb574d	49.237089	-124.087422	31.0						2016-07-31T10:59:00Z	31	7	2016	3034742	3034742	HUMAN_OBSERVATION	iNaturalist	Observations	3780407			2016-08-01T01:50:22Z	CC_BY_NC_4_0	Scott Gilmore	Scott Gilmore			2018-12-09T12:55:59.570Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1291133300	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/3701042	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA		28eb1a3f-1c15-4a95-931a-4af90ecb574d	48.894744	-123.405111	199.0						2016-07-18T11:12:00Z	18	7	2016	3034742	3034742	HUMAN_OBSERVATION	iNaturalist	Observations	3701042			2016-07-18T22:33:28Z	CC_BY_NC_4_0	Andrew Simon	Andrew Simon			2018-12-09T12:55:37.160Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1259232919	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:1966729	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA	Coburg Peninsula forming Esquimalt Lagoon, Esquimalt, Vancouver Island.	90fd6680-349f-11d8-aa2d-b8a03c50a862	48.433333	-123.466667			3.05				1967-07-24T00:00:00Z	24	7	1967	3034742	3034742	PRESERVED_SPECIMEN	MO	MO	1966729	Harrison 94.1	C.C. Chuang	1973-01-01T00:00:00Z	CC_BY_4_0	Missouri Botanical Garden	Anthony S. Harrison			2018-12-29T08:12:29.337Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1143560109	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://inaturalist.ca/observations/2026080	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA		28eb1a3f-1c15-4a95-931a-4af90ecb574d	48.493513	-123.3835							2015-10-01T12:32:26Z	1	10	2015	3034742	3034742	HUMAN_OBSERVATION	iNaturalist	Observations	2026080			2015-10-02T07:24:15Z	CC_BY_NC_4_0	eagleloft	eagleloft			2018-12-06T09:34:09.615Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1135527978	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://inaturalist.ca/observations/1887567	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA		28eb1a3f-1c15-4a95-931a-4af90ecb574d	48.551692	-123.37932							2015-08-23T16:56:35Z	23	8	2015	3034742	3034742	HUMAN_OBSERVATION	iNaturalist	Observations	1887567			2015-08-24T14:50:38Z	CC_BY_NC_4_0	eagleloft	eagleloft			2018-12-06T21:43:17.909Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1132406370	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://inaturalist.ca/observations/1775824	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA		28eb1a3f-1c15-4a95-931a-4af90ecb574d	49.185529	-123.976341	22.0						2015-07-17T00:00:00Z	17	7	2015	3034742	3034742	HUMAN_OBSERVATION	iNaturalist	Observations	1775824			2015-07-18T14:53:24Z	CC_BY_NC_4_0	nanorca13	nanorca13			2018-12-06T06:31:34.173Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84
1099975793	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/1734424	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	CA		28eb1a3f-1c15-4a95-931a-4af90ecb574d	48.498668	-123.434218	1113.0						2015-07-07T00:00:00Z	7	7	2015	3034742	3034742	HUMAN_OBSERVATION	iNaturalist	Observations	1734424			2015-07-08T13:53:53Z	CC_BY_NC_4_0	Carol McDougall	Carol McDougall			2018-12-08T10:15:38.512Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84
